User,Location,Review Date,Rating,Review Highlight,Review,Date of Experience
Aaryan A,GB,"Sep 25, 2024",5,Happy Customer Experience (Agent- Apurva J),so kindly  Priya Thakre  are,"September 25, 2024"
Rajni,GB,"Sep 25, 2024",5,Good listener,"Thanks to great customer service, Apurva helped me through the replacement of a lost sim.","September 25, 2024"
ByMalicious,TR,"Sep 25, 2024",5,Thank you Anum.,"I accidentally purchased some roaming data and the chat agent Santosh refunded me no problem at all. Thank you so much Santosh! Lebara have been excellent so far, thanks 😊","September 25, 2024"
Manoj Pardeshi,GB,"Sep 25, 2024",5,Excellent Customer Service,"Friendly and helpful. I had a wonderful experience. Generally, it's was good","September 25, 2024"
Nawika Charoenkitchatorn,GB,"Sep 25, 2024",5,It's easy to reach call center and they…,"Excellent chat reply and service, responsive and helpful.","September 25, 2024"
Nobody at all.,GB,"Sep 25, 2024",5,It's a really good phone company they…,Musaan thank you for your service for today,"September 25, 2024"
Sara Corbishley,US,"Sep 25, 2024",5,Very helpful,Quick help. Concise. Took very little time to deliver what the help i needed. Friendly service.(Punit J is the name of the customer service operator),"September 25, 2024"
Kay Mitchell,GB,"Sep 25, 2024",5,Except advice,Great conversation the customer was so kind and he helped me so much SIDDHANT,"September 23, 2024"
Agrawal Akash,GB,"Sep 25, 2024",5,Shwetambari was quite helpful and…,Hey shubhangi thankyou for the help today. All the best for your future!!,"September 25, 2024"
Jeanann,GB,"Sep 25, 2024",5,Very helpful at a time of stress,Akshay was very helpful with my technical issue,"September 25, 2024"
iffy Hussain,GB,"Sep 25, 2024",5,Great service.,I couldn’t find an option in my Lebara account hence I contacted customer care. Faraz was very attentive to my querries and immediately worked out on my concern.,"September 25, 2024"
Charles Persence,GB,"Sep 25, 2024",5,Great support from patient support Consultant…,Sahil was very helpful and guided me to buy the plan and reset of account as I was not able to do that on the app.,"September 25, 2024"
Afeefa Umar,GB,"Sep 25, 2024",5,Karan Badge helped me a lot lovely guy…,Faraz dealt with and did more than necessary to help me. Brilliant service.,"September 25, 2024"
Consumer,GB,"Sep 25, 2024",5,Akshay helped me get the upgrade on my…,"Inexpensive an generally reliable. Helpful advice from Bharati on Live Chat Line when I asked ""Why have I been receiving massages this month stating: 2.00 GB data warning - 28 days left and 6.66 GB used. I have never received this kind of message before in all the time I'd been with Lebara. Please can you explain. What does it all mean?""I was told it was just friendly SMS spam and to ignore.","September 25, 2024"
Anu Chacko,GB,"Sep 25, 2024",5,@Geethanjali  W,"Utkarsh K was great with offering me all the different options and patient when I was having difficulty getting into my account and paying for my new deal.He sorted the refund before I was done.So happy with his service call.I may have to move to upgrade my package but for the moment I'm happy.And I'm always happy with the Lebara customer service I receive.They are all young Infians doing a great job and I encourage them all to develop a tough skin and ignore all the ""oh no,have I reached India customers"".Make believers out of them.","September 25, 2024"
Prashant,GB,"Sep 25, 2024",5,Neha was brilliant,"Very responsive agent, Subhangi A.","September 25, 2024"
Stefan Farcas,GB,"Sep 25, 2024",5,PUK code recovery,Quick and very helpful thank you,"September 25, 2024"
Harriet,GB,"Sep 25, 2024",5,Karan Bagade is an AhhMAzing Customer…,Great and helpful,"September 25, 2024"
john,GB,"Sep 25, 2024",5,Fariyaz was excellent and solved my…,sadhant was fast in response,"September 25, 2024"
Nyakno,NL,"Sep 25, 2024",5,Quick response and feedback,Sagar was very helpful and resolved my technical issues.,"September 25, 2024"
Jilsha Johnson,GB,"Sep 25, 2024",5,When I informed my concern regarding my…,"Easy to chat, and issue was solved quickly. Karan was really helpful.","September 25, 2024"
Hanan Algahuri,GB,"Sep 25, 2024",5,Nivin was very helpful with helping me…,Great customer service and very helpful. Thank you,"September 25, 2024"
Adeyemi Babamboni,GB,"Updated Sep 26, 2024",5,The data services in Hull has been…,"Kunal Punjani has very helpful and guided me. Excellent service, thank you!","September 25, 2024"
Steve,GB,"Sep 25, 2024",5,Akshay was very helpful,Goodcompany,"September 25, 2024"
Gibin Baby,GB,"Sep 25, 2024",5,"Sorted my issue in a single call,",Sharvai good,"September 25, 2024"
Iuzofina,GB,"Sep 25, 2024",5,I highly recommend Neha for customer…,excellent super service when I had some issues.,"September 25, 2024"
Alex Anderson,NG,"Sep 25, 2024",5,I was having issues activating my…,"Nivin.Very clear & polite, understood what I required.Led me through what I needed to do, making it easier to sort my request.","September 25, 2024"
Simranjot Singh,GB,"Sep 25, 2024",5,Good experience,Akshay is nice and helpful. She solved my problem shortly and efficiently,"September 25, 2024"
Flora,GB,"Sep 25, 2024",5,Good,"Very satisfied, thank you","September 25, 2024"
Amos Keshinro,GB,"Sep 25, 2024",5,Kunal Punjani is a fantastic guy,It was very easy and he was very polite and helpful.,"September 25, 2024"
rahid ahmed,GB,"Sep 24, 2024",5,Service was quick and efficient,Issue got resolved very quickly,"September 24, 2024"
Harjit Johal,GB,"Sep 24, 2024",5,Great customer service from Saba,I have received call customer care they give me surity to give good network but it is west of time network was very bad I also I want tell everyone don't use lebara it's very bad network,"September 24, 2024"
Intsar Shker,GB,"Sep 24, 2024",5,Thanks for everything,"I've switched from O2 to Lebara through Uswitch, the great reviews on here persuaded me to go for it and I'm glad I did. Super easy from start to finish. Fantastic price for the same plan I had and so far I've had better coverage with Lebara than I've ever had with O2. Very happy customer.","September 24, 2024"
Leanne McDonald,GB,"Sep 24, 2024",4,Thank you to Saba for helping me get my…,The staff was well experienced to solve my technical issues and the communication was excellent.,"September 24, 2024"
Customer,GB,"Sep 24, 2024",3,We are new customers at Lebara with 100…,I was in need of an agent to help me with my replacement sim to be activated and Agent Mukesh helped me with the process very quickly. Thank you.,"September 23, 2024"
Victoria,GB,"Sep 24, 2024",5,The advisor was great,It was really a customer friendly conversation.Communication waa good. Given good clarity about each queries. Patiently listened all doubts and given  ample explanation and solved the issues. Fully satisfied. Really appreciated,"September 24, 2024"
宣斯珂,GB,"Sep 24, 2024",5,Priya Thakre helps me to solve my…,"Sonal.M was amazing in here customer service response to me today, it quite a good solution provided her mode of answering questions asked was polite and respectful this , made my suggestion to my wife joining the labara network much easier and welcoming.I will recommend her(sonal.M) for greater position if needed without any reservation, thanks labara for your services.making things easy for the users of your network.","September 24, 2024"
Mark Bradshaw,GB,"Sep 24, 2024",5,"You may be on the Vodafone network, but your service levels are mikes better…",a) He was friendly as well as very polite and sought to be helpful and provided pointers as to how I may solve my problem.b) I was less keen on both his:i) Effusiveness.ii) The attempt to sell me a 'plan'.I put these points down to how Lebara train people in the position that he occupies.,"September 24, 2024"
Jon Turner,GB,"Sep 24, 2024",5,Excellent customer service by Jim.,I had an excellent experience with the agent (Priya Thakre) and my issue was resolved smoothly.,"September 24, 2024"
Hephzbeulah,GB,"Sep 24, 2024",5,Extra data,Very good and realy apreciated personSantosh,"September 24, 2024"
Linda Holmes,GB,"Sep 24, 2024",5,They were so nice and explained…,I had a query about my plan. Imran helped me to rectify the issue promptly.,"September 24, 2024"
Valentina Bezborodico,GB,"Sep 24, 2024",5,For Rahul and Customer Service,"It was good experience,shubhangi help me to resolve the issue.","September 24, 2024"
Ben,GB,"Sep 24, 2024",5,Utkarsh K was Ace on the phone,"Abhishek Patnaik is Gem.He is polite, brilliant and knowledgeable. He understood my problem and helped me out efficiently. Great serviceKeep it up!","September 24, 2024"
MRS SUMANLATA SHARMA,GB,"Sep 24, 2024",5,A brilliant deal,It has been wonderful experience to chat with you and thanks for your kind help to resolve my issue.,"September 24, 2024"
Manvi Sharma,GB,"Sep 24, 2024",5,Customer service is good,Easy and precise instructions problem sorted in two minutes,"September 24, 2024"
Jaindia,GB,"Sep 24, 2024",5,Excellent,Vijay helped me with great examples. He was a delight to talk to. Very friendly and professional. Took keen interest in my problem. Great at his job. Would suggest the company for a salary raise or a promotion even!,"September 24, 2024"
FG,GB,"Sep 24, 2024",1,Spam calls & unintelligible agents,"I needed to change my mobile plan and had encountered a problem doing it with the app. I rand customer services and  was quickly connected to their agent Punit J.Punit was so informative and helpful and sorted me out in a fast, efficient and professional manner. I was dealt with incredibly well and this agent could not have done more. He was brilliant and the complete opposite from what I have had from TalkTalk who were simply terrible.I would recommend Lebara to anyone. Thank you","September 24, 2024"
Ayishabi k,GB,"Sep 24, 2024",3,I felt very happy with service did by…,Your agent clearly understood my problem and solved it within 2 minutes.,"September 24, 2024"
Tony,GB,"Sep 24, 2024",5,Great service,Great service,"September 24, 2024"
Joy,GB,"Sep 24, 2024",5,cancelation and refund for defective sim.,"Lebara is simply the best sim card in UK. I have used vodafone, EE, Lyca, Giffgaff. All of the other has simply ripped me off by charging heavy monthly and bounded me with contracts ! Why do people still go for contract , Let me answer that it's marketing. all these big networks market them selves to be fast and better. But gullible UK people don't do their research like we do in India. They simple go to the high street shop and get a sim.I have been using lebara 5pounds a months plan for over 2 years now. Not a single time where i had network issue. It works much better than my partner's company paid O2 and thats 8 times pricier per month.","September 24, 2024"
